Zone,Apartment_Type,SPL,RT60 (material ac),RT60(seconds),Element,Material,Absortion_Coefficient,Height,Surface_Area(m),Facade_Dampening(Score),Comfort_Index
HD-Urban-V1,3Bed,0.35,4.5,0.696802,Floor,Medium Pile Carpet,0.5,3,9,2.063822,0.975
HD-Urban-V1,3Bed,0.351,1.35,0.836847,Floor,Cork Floor Tiles,0.15,6,9,5.044301,0.985
GreenEdge-V3,3Bed,0.206,1.26,0.799448,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,6,9,7.61033,0.819
Roadside-V2,3Bed,0.374,4.59,0.706485,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,9,7.83874,0.94
Ind-Zone-V0,3Bed,0.582,0.342,0.641861,Window,Glass Block + Gypsum Board,0.038,6,9,7.527176,0.975
Roadside-V2,3Bed,0.341,0.198,0.650359,Window,Glass Block + Unpainted Brick,0.022,6,9,7.508235,0.99
HD-Urban-V0,3Bed,0.413,3.771,1.084987,Window,Double Pane Glass + Acoustic Plaster,0.419,6,9,7.49157,0.989
HD-Urban-V0,3Bed,0.416,3.564,0.955175,Door,Single Pane Glass Door + Concrete Block (Painted),0.396,6,0,7.490551,0.837
Ind-Zone-V0,1Bed,0.479,0.45,1.713889,Wall,Gypsum Board,0.05,12,9,4.615727,0.497
HD-Urban-V0,1Bed,0.366,0.36,0.382963,Wall,Plaster with Wallpaper Backing,0.04,3,9,7.862085,0.99
HD-Urban-V1,3Bed,0.374,2.7,0.530014,Floor,Thin Carpet on Wood,0.3,6,9,7.501602,0.868
HD-Urban-V0,1Bed,0.402,2.7,0.472021,Floor,Thin Carpet on Wood,0.3,3,9,7.492121,0.868
MD-Urban-V2,1Bed,0.336,1.35,0.942661,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,9,7.492596,0.805
Roadside-V1,1Bed,0.505,6.57,0.645012,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,3,9,7.479751,0.895
HD-Urban-V1,1Bed,0.42,0.522,0.476914,Window,Single Pane Glass + Plaster with Wallpaper Backing,0.058,3,9,7.52727,0.895
GreenEdge-V3,1Bed,0.238,1.521,0.516147,Window,Laminated Glass + Wood Paneling,0.169,3,9,7.526819,0.94
Roadside-V2,1Bed,0.532,4.383,0.425089,Window,Glass Block + Fiberglass Board,0.487,3,9,7.505979,0.805
Roadside-V2,1Bed,0.433,5.166,0.444038,Door,Hollow-Core Wood Door + Fiberglass Board,0.574,3,9,8.823231,0.494
HD-Urban-V0,1Bed,0.366,0.18,0.382963,Wall,Plaster on Masonry,0.02,6,9,4.962443,0.917
HD-Urban-V1,1Bed,0.405,2.25,0.530014,Floor,Thin Carpet on Concrete,0.25,3,9,8.640211,0.315
GreenEdge-V3,1Bed,0.252,4.5,0.282936,Floor,Medium Pile Carpet,0.5,6,9,8.825711,0.485
Roadside-V2,1Bed,0.469,4.59,0.497286,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,9,8.995529,0.499
Ind-Zone-V0,1Bed,0.629,3.6,0.577887,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,6,9,8.498489,0.327
Roadside-V2,1Bed,0.332,0.54,0.329545,Window,Double Pane Glass + Painted Brick,0.06,6,9,8.642346,0.492
HD-Urban-V0,1Bed,0.371,2.088,0.32698,Window,Insulated Glazing Unit + Concrete Block (Coarse),0.232,6,0,8.767628,0.492
HD-Urban-V0,1Bed,0.474,0.135,0.578233,Window,Insulated Glazing Unit + Painted Brick,0.015,6,9,8.362777,0.487
Ind-Zone-V0,1Bed,0.621,2.79,0.416657,Door,Double Pane Glass Door + Concrete Block (Coarse),0.31,6,9,8.407322,0.306
HD-Urban-V0,1Bed,0.366,4.14,0.382963,Wall,Concrete Block (Painted),0.46,9,9,8.747421,0.984
HD-Urban-V0,1Bed,0.374,0.36,0.530014,Wall,Plaster with Wallpaper Backing,0.04,3,9,12.35921,0.99
Roadside-V1,2Bed,0.53,2.25,0.846997,Floor,Thin Carpet on Concrete,0.25,3,9,8.484332,0.466
HD-Urban-V1,2Bed,0.312,1.35,0.652923,Floor,Cork Floor Tiles,0.15,3,9,8.546606,0.466
GreenEdge-V3,2Bed,0.308,4.05,0.505892,Ceiling,"12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",0.45,3,9,8.52521,0.444
Roadside-V2,2Bed,0.476,2.7,0.66805,Ceiling,Perforated Underside of Structural Steel Decking,0.3,3,9,8.311517,0.423
Roadside-V2,2Bed,0.467,0.351,0.910033,Window,Frosted Glass + Unpainted Brick,0.039,3,9,8.233807,0.425
HD-Urban-V0,2Bed,0.418,0.306,0.565905,Window,Large Pane Glass + Unpainted Brick,0.034,3,9,8.167691,0.48
HD-Urban-V1,2Bed,0.457,2.871,0.790831,Window,Laminated Glass + Concrete Block (Coarse),0.319,3,9,8.224903,0.353
HD-Urban-V1,2Bed,0.458,5.238,0.556933,Door,Laminated Glass Door + Fiberglass Board,0.582,3,9,8.731087,0.498
HD-Urban-V1,1Bed,0.326,5.85,1.137628,Wall,Fiberglass Board,0.65,3,9,8.98127,0.978
HD-Urban-V1,1Bed,0.316,0.27,0.544546,Wall,Unpainted Brick,0.03,6,9,9.257021,0.975
Ind-Zone-V0,2Bed,0.608,0.63,0.555492,Floor,Wood Parquet,0.07,6,9,8.163538,0.366
Roadside-V2,2Bed,0.425,4.5,0.48665,Floor,Medium Pile Carpet,0.5,6,9,8.137454,0.483
HD-Urban-V0,2Bed,0.338,2.7,0.833837,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,6,9,8.147445,0.498
HD-Urban-V0,2Bed,0.463,4.59,1.087838,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,0,8.32101,0.465
Ind-Zone-V0,2Bed,0.506,0.171,0.659161,Window,Large Pane Glass + Painted Brick,0.019,6,9,8.28306,0.241
HD-Urban-V1,2Bed,0.398,0.216,0.61178,Window,Small Pane Glass + Plaster on Masonry,0.024,6,9,8.299734,0.488
HD-Urban-V1,2Bed,0.421,0.657,0.978228,Window,Laminated Glass + Unpainted Brick,0.073,6,9,8.192868,0.309
HD-Urban-V0,2Bed,0.333,0.135,1.329663,Door,Single Pane Glass Door + Painted Brick,0.015,6,9,8.133542,0.421
HD-Urban-V1,1Bed,0.333,5.85,0.522438,Wall,Fiberglass Board,0.65,6,9,9.407669,0.998
HD-Urban-V1,1Bed,0.32,1.35,0.682874,Wall,Wood Paneling,0.15,6,9,12.994809,0.987
HD-Urban-V0,3Bed,0.502,2.7,1.047344,Floor,Thin Carpet on Wood,0.3,3,9,5.000553,0.976
MD-Urban-V2,3Bed,0.395,4.5,0.827764,Floor,Medium Pile Carpet,0.5,3,9,7.244554,0.805
Roadside-V1,3Bed,0.448,2.7,0.802326,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,3,9,5.578949,0.895
HD-Urban-V1,3Bed,0.303,2.43,0.606911,Ceiling,"Hardboard, 25% Perforated Over 50mm Mineral Wool",0.27,3,9,8.277864,0.869
GreenEdge-V3,3Bed,0.212,3.321,0.809271,Window,Wired Glass + Acoustic Plaster,0.369,3,9,8.105833,0.98
Roadside-V2,3Bed,0.429,0.999,0.938472,Window,Wired Glass + Wood Paneling,0.111,3,9,7.526723,0.988
Roadside-V2,3Bed,0.444,0.45,0.637905,Window,Wired Glass + Gypsum Board,0.05,3,9,7.169819,0.99
HD-Urban-V0,3Bed,0.504,0.369,0.590224,Door,Plywood Door + Unpainted Brick,0.041,3,9,5.637067,0.988
HD-Urban-V1,1Bed,0.301,0.09,0.877544,Wall,Painted Brick,0.01,6,0,15.004933,0.977
Roadside-V2,1Bed,0.332,0.18,0.790895,Wall,Plaster on Masonry,0.02,3,9,7.649414,0.472
GreenEdge-V3,3Bed,0.223,0.09,0.799448,Floor,Marble,0.01,6,9,6.077201,0.993
Roadside-V2,3Bed,0.41,4.5,0.706485,Floor,Thick Pile Carpet,0.5,6,0,4.714912,0.988
Ind-Zone-V0,3Bed,0.542,2.7,0.641861,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,6,0,4.534187,0.988
Roadside-V2,3Bed,0.393,1.71,0.650359,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,6,9,6.860765,0.985
HD-Urban-V0,3Bed,0.417,1.215,1.084987,Window,Single Pane Glass + Wood Paneling,0.135,6,9,6.195199,0.805
HD-Urban-V0,3Bed,0.471,0.738,0.955175,Window,Double Pane Glass + Plaster on Masonry,0.082,6,9,6.375725,0.805
Ind-Zone-V0,3Bed,0.607,0.405,0.81772,Window,Frosted Glass + Plaster with Wallpaper Backing,0.045,6,9,4.619048,0.805
HD-Urban-V1,3Bed,0.419,0.9,0.96729,Door,Steel Door with Acoustic Treatment + Unpainted Brick,0.1,6,9,6.953196,0.908
Roadside-V2,1Bed,0.377,0.45,0.864497,Wall,Gypsum Board,0.05,3,9,7.655036,0.49
HD-Urban-V0,1Bed,0.384,3.24,0.771463,Wall,Concrete Block (Coarse),0.36,3,9,9.915511,0.389
Ind-Zone-V0,1Bed,0.524,0.09,0.889477,Wall,Painted Brick,0.01,6,9,10.694535,0.241
Ind-Zone-V0,1Bed,0.491,3.24,0.602659,Wall,Concrete Block (Coarse),0.36,6,9,11.548961,0.484
MD-Urban-V2,1Bed,0.281,0.36,0.534352,Wall,Plaster with Wallpaper Backing,0.04,6,9,12.71462,0.308
HD-Urban-V1,1Bed,0.286,3.24,0.811751,Wall,Concrete Block (Coarse),0.36,3,9,11.548961,0.984
Ind-Zone-V0,1Bed,0.491,1.35,0.602659,Wall,Wood Paneling,0.15,6,9,6.069224,0.974
MD-Urban-V2,1Bed,0.281,0.36,0.534352,Wall,Plaster with Wallpaper Backing,0.04,6,9,7.901386,0.977
HD-Urban-V0,1Bed,0.419,4.5,0.556262,Floor,Medium Pile Carpet,0.5,3,9,8.524454,0.805
MD-Urban-V2,1Bed,0.353,0.54,0.439594,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,3,9,8.534445,0.963
Roadside-V1,1Bed,0.465,0.72,0.380854,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,3,9,8.70801,0.823
HD-Urban-V1,1Bed,0.354,3.951,0.438995,Door,Plywood Door + Acoustic Plaster,0.439,3,9,8.67006,0.963
HD-Urban-V1,1Bed,0.326,0.45,0.57109,Wall,Acoustic Plaster,0.5,3,9,7.101343,0.97
HD-Urban-V1,1Bed,0.258,1.35,1.531636,Wall,Wood Paneling,0.15,3,9,6.740123,0.992
GreenEdge-V3,1Bed,0.149,0.45,0.684362,Wall,Gypsum Board,0.05,3,0,6.643245,0.868
GreenEdge-V3,1Bed,0.15,0.36,0.709411,Wall,Plaster with Wallpaper Backing,0.04,6,9,6.592654,0.898
HD-Urban-V1,1Bed,0.288,0.36,0.502537,Wall,Plaster with Wallpaper Backing,0.04,6,9,6.526476,0.989
HD-Urban-V1,1Bed,0.34,0.09,0.500377,Floor,Terrazzo,0.01,3,9,5.034553,0.488
GreenEdge-V3,1Bed,0.217,0.09,0.624582,Floor,Terrazzo,0.01,3,9,7.310554,0.393
Roadside-V2,1Bed,0.423,1.8,0.515872,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,0.2,6,9,5.526949,0.478
Ind-Zone-V0,1Bed,0.601,1.35,0.462974,Ceiling,"75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.15,6,9,8.350864,0.492
Roadside-V2,1Bed,0.396,0.252,0.356673,Window,Large Pane Glass + Plaster on Masonry,0.028,6,9,7.798833,0.479
HD-Urban-V0,1Bed,0.402,0.549,0.395347,Window,Double Pane Glass + Plaster on Masonry,0.061,6,9,7.799723,0.398
HD-Urban-V0,1Bed,0.393,2.853,0.344098,Window,Small Pane Glass + Acoustic Plaster,0.317,6,9,6.856819,0.421
Ind-Zone-V0,1Bed,0.522,0.927,0.35946,Window,Insulated Glazing Unit + Wood Paneling,0.103,6,9,5.637067,0.419
HD-Urban-V1,1Bed,0.36,2.817,0.341544,Door,Sliding Wood Door + Concrete Block (Coarse),0.313,6,9,6.779562,0.421
HD-Urban-V0,1Bed,0.346,0.09,0.588428,Wall,Painted Brick,0.01,6,9,6.654038,0.898
HD-Urban-V0,1Bed,0.374,0.36,0.530014,Wall,Plaster with Wallpaper Backing,0.04,3,9,7.040537,0.994
Roadside-V1,1Bed,0.427,0.63,0.364752,Floor,Wood Parquet,0.07,6,9,4.601187,0.395
GreenEdge-V3,1Bed,0.196,0.09,0.596069,Floor,Terrazzo,0.01,9,9,6.755765,0.497
HD-Urban-V1,1Bed,0.368,0.63,0.381607,Floor,Wood Parquet,0.07,9,9,6.466199,0.499
HD-Urban-V0,1Bed,0.383,1.26,0.606165,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,9,9,6.380725,0.487
Ind-Zone-V0,1Bed,0.52,4.23,0.437207,Ceiling,Sprayed Cellulose Fiber (25mm on Timber Lath),0.47,9,9,4.619048,0.487
MD-Urban-V2,1Bed,0.292,1.35,0.30752,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,9,9,7.326196,0.495
HD-Urban-V1,1Bed,0.37,2.187,0.782371,Window,Frosted Glass + Concrete Block (Coarse),0.243,9,9,8.967054,0.479
HD-Urban-V1,1Bed,0.337,2.529,1.378356,Window,Wired Glass + Concrete Block (Coarse),0.281,9,9,6.008842,0.465
Roadside-V1,1Bed,0.486,0.864,0.467002,Window,Laminated Glass + Unpainted Brick,0.096,12,9,2.063822,0.308
HD-Urban-V0,1Bed,0.388,0.144,0.41594,Window,Glazed Ceramic Tile + Plaster on Masonry,0.016,12,9,5.271301,0.489
Roadside-V2,1Bed,0.39,0.315,0.31463,Door,Solid Wood Door + Unpainted Brick,0.035,12,9,7.26333,0.414
HD-Urban-V0,1Bed,0.366,4.14,0.382963,Wall,Concrete Block (Painted),0.46,3,9,7.565702,0.806
Roadside-V2,1Bed,0.342,5.85,0.701699,Wall,Fiberglass Board,0.65,3,9,9.139314,0.8
HD-Urban-V0,2Bed,0.419,1.35,0.97281,Floor,Cork Floor Tiles,0.15,3,9,7.50257,0.316
MD-Urban-V2,2Bed,0.33,0.63,0.959762,Floor,Wood Parquet,0.07,3,9,7.501551,0.978
Roadside-V1,2Bed,0.522,0.63,0.697725,Floor,Wood Parquet,0.07,3,9,7.493653,0.896
HD-Urban-V1,2Bed,0.32,1.8,0.624636,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,3,9,7.513853,0.985
GreenEdge-V3,2Bed,0.265,0.09,1.085393,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,3,9,7.512602,0.984
Roadside-V2,2Bed,0.41,0.72,0.710033,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,3,9,7.503121,0.738
Roadside-V2,2Bed,0.401,0.09,0.512467,Window,Glass Block + Painted Brick,0.01,3,9,7.503596,0.805
HD-Urban-V0,2Bed,0.424,4.275,0.660287,Window,Laminated Glass + Fiberglass Board,0.475,3,9,7.490751,0.975
HD-Urban-V1,2Bed,0.362,0.45,0.782186,Window,Wired Glass + Gypsum Board,0.05,6,9,7.53827,0.805
HD-Urban-V1,2Bed,0.351,0.459,0.55374,Window,Single Pane Glass + Plaster on Masonry,0.051,6,9,7.537819,0.917
GreenEdge-V3,2Bed,0.187,2.61,0.713178,Window,Double Pane Glass + Concrete Block (Coarse),0.29,6,9,7.516979,0.985
Roadside-V2,2Bed,0.374,0.756,0.520194,Door,Acoustic Door + Plaster on Masonry,0.084,6,9,8.834231,0.975
Ind-Zone-V0,1Bed,0.504,0.09,0.870662,Wall,Painted Brick,0.01,3,9,6.564564,0.496
Roadside-V2,1Bed,0.363,5.85,0.957508,Wall,Fiberglass Board,0.65,3,0,7.796407,0.481
HD-Urban-V0,2Bed,0.388,0.09,0.516854,Floor,Marble,0.01,9,9,8.651211,0.986
HD-Urban-V0,2Bed,0.421,2.7,0.653365,Floor,Thin Carpet on Wood,0.3,9,9,8.836711,0.996
Ind-Zone-V0,2Bed,0.557,0.09,0.821429,Floor,Marble,0.01,9,9,9.006529,0.922
HD-Urban-V1,2Bed,0.341,3.6,0.57879,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,9,9,8.509489,0.981
HD-Urban-V1,2Bed,0.339,1.71,0.464311,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,9,9,8.653346,0.823
HD-Urban-V0,2Bed,0.344,0.09,0.889093,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,9,9,8.778628,0.993
GreenEdge-V3,2Bed,0.23,4.473,0.698987,Window,Wired Glass + Fiberglass Board,0.497,9,9,8.373777,0.993
Roadside-V1,2Bed,0.434,0.792,0.535328,Window,Double Pane Glass + Unpainted Brick,0.088,9,9,8.418322,0.805
GreenEdge-V3,2Bed,0.181,3.42,0.662097,Window,Small Pane Glass + Acoustic Plaster,0.38,12,9,8.324183,0.984
HD-Urban-V1,2Bed,0.343,0.27,0.519914,Window,Small Pane Glass + Unpainted Brick,0.03,12,9,8.24642,0.975
HD-Urban-V0,2Bed,0.409,0.306,0.727136,Window,Glass Block + Gypsum Board,0.034,12,9,8.495332,0.985
Ind-Zone-V0,2Bed,0.552,0.288,0.538162,Door,Plywood Door + Plaster on Masonry,0.032,12,9,8.557606,0.819
HD-Urban-V1,1Bed,0.297,0.18,1.227973,Wall,Plaster on Masonry,0.02,3,9,7.49766,0.978
GreenEdge-V3,1Bed,0.197,0.45,0.715504,Wall,Gypsum Board,0.05,3,9,7.602841,0.898
Roadside-V1,3Bed,0.452,0.09,0.893342,Floor,Terrazzo,0.01,3,9,8.244807,0.99
HD-Urban-V1,3Bed,0.336,0.09,1.170436,Floor,Terrazzo,0.01,3,9,8.178691,0.989
GreenEdge-V3,3Bed,0.242,0.9,0.603247,Floor,Wood Flooring on Joists,0.1,3,9,8.235903,0.837
Roadside-V2,3Bed,0.363,3.78,1.757429,Ceiling,"Mineral Wool Tiles, 180mm Airspace",0.42,3,9,8.742087,0.988
Roadside-V2,3Bed,0.383,0.45,0.810856,Ceiling,Sprayed Cellulose Fiber (16mm on Solid Backing),0.05,3,9,8.836105,0.738
HD-Urban-V0,3Bed,0.424,3.6,0.962151,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,3,9,8.745798,0.868
HD-Urban-V1,3Bed,0.303,1.125,0.644143,Window,Wired Glass + Wood Paneling,0.125,3,9,8.174538,0.868
HD-Urban-V1,3Bed,0.34,0.144,0.971831,Window,Glass Block + Plaster on Masonry,0.016,3,9,8.148454,0.805
GreenEdge-V3,3Bed,0.171,0.288,0.919125,Window,Glass Block + Plaster with Wallpaper Backing,0.032,6,9,8.158445,0.895
Roadside-V2,3Bed,0.388,0.684,0.691647,Window,Double Pane Glass + Painted Brick,0.076,6,9,8.33201,0.895
Ind-Zone-V0,3Bed,0.566,1.179,0.894721,Window,Single Pane Glass + Wood Paneling,0.131,6,9,8.29406,0.94
Roadside-V2,3Bed,0.362,0.756,0.55137,Door,Acoustic Door + Plaster on Masonry,0.084,6,9,8.310734,0.805
Roadside-V2,1Bed,0.34,3.24,0.721235,Wall,Concrete Block (Coarse),0.36,3,9,6.758583,0.989
HD-Urban-V1,1Bed,0.298,4.14,1.517719,Wall,Concrete Block (Painted),0.46,6,9,8.206308,0.466
Ind-Zone-V0,3Bed,0.552,0.09,0.535774,Floor,Marble,0.01,6,9,8.126147,0.491
HD-Urban-V1,3Bed,0.351,0.09,0.837088,Floor,Terrazzo,0.01,6,9,7.763136,0.315
HD-Urban-V1,3Bed,0.378,1.35,0.665901,Floor,Cork Floor Tiles,0.15,9,9,4.967553,0.485
HD-Urban-V0,3Bed,0.356,0.9,1.070954,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,9,9,7.303554,0.499
GreenEdge-V3,3Bed,0.23,4.59,1.110345,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,9,9,5.578949,0.327
Roadside-V1,3Bed,0.434,2.7,0.874736,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,9,9,8.208864,0.492
GreenEdge-V3,3Bed,0.168,0.729,1.167137,Window,Laminated Glass + Plaster with Wallpaper Backing,0.081,9,9,8.146833,0.492
HD-Urban-V1,3Bed,0.323,3.609,0.566791,Window,Glass Block + Fiberglass Board,0.401,9,9,7.515723,0.487
HD-Urban-V0,3Bed,0.409,0.612,0.506113,Window,Double Pane Glass + Unpainted Brick,0.068,9,9,6.889819,0.306
Ind-Zone-V0,3Bed,0.552,0.216,0.570472,Window,Insulated Glazing Unit + Plaster on Masonry,0.024,9,9,5.637067,0.309
MD-Urban-V2,3Bed,0.298,2.088,0.618174,Window,Insulated Glazing Unit + Concrete Block (Coarse),0.232,12,9,6.833562,0.401
HD-Urban-V1,3Bed,0.331,0.756,0.5625,Door,Acoustic Door + Plaster on Masonry,0.084,12,9,8.748415,0.466
HD-Urban-V1,1Bed,0.309,0.09,0.870662,Wall,Painted Brick,0.01,6,9,3.77999,0.308
HD-Urban-V0,1Bed,0.323,0.27,0.604371,Wall,Unpainted Brick,0.03,6,9,7.351862,0.482
HD-Urban-V0,3Bed,0.367,4.5,0.79703,Floor,Thick Pile Carpet,0.5,12,9,4.521187,0.423
Roadside-V2,3Bed,0.373,0.63,1.215094,Floor,Wood Parquet,0.07,12,9,6.712765,0.425
HD-Urban-V1,3Bed,0.311,0.9,0.902523,Floor,Wood Flooring on Joists,0.1,12,9,6.223199,0.48
HD-Urban-V1,3Bed,0.337,2.25,0.715909,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,12,0,6.354725,0.353
MD-Urban-V2,3Bed,0.247,2.25,0.628497,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,12,9,4.619048,0.498
Ind-Zone-V0,3Bed,0.504,4.5,0.440559,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,12,9,7.101196,0.309
Roadside-V2,3Bed,0.365,0.342,1.058824,Window,Frosted Glass + Unpainted Brick,0.038,12,9,8.540054,0.477
HD-Urban-V0,1Bed,0.419,2.124,0.337135,Window,Large Pane Glass + Concrete Block (Coarse),0.236,3,9,5.660842,0.366
MD-Urban-V2,1Bed,0.353,4.815,0.785551,Window,Laminated Glass + Fiberglass Board,0.535,3,9,2.063822,0.483
Roadside-V1,1Bed,0.465,0.414,0.400094,Window,Large Pane Glass + Gypsum Board,0.046,3,9,5.044301,0.498
HD-Urban-V1,1Bed,0.354,0.27,0.381456,Window,Small Pane Glass + Unpainted Brick,0.03,3,9,7.61033,0.465
GreenEdge-V3,1Bed,0.253,0.9,0.426214,Door,Steel Door with Acoustic Treatment + Unpainted Brick,0.1,3,9,7.83874,0.241
HD-Urban-V1,1Bed,0.294,0.27,0.914448,Wall,Unpainted Brick,0.03,3,9,8.442847,0.94
GreenEdge-V3,1Bed,0.11,0.36,0.601679,Wall,Plaster with Wallpaper Backing,0.04,3,9,7.94493,0.975
HD-Urban-V0,1Bed,0.406,0.9,0.301193,Floor,Wood Flooring on Joists,0.1,3,9,7.49157,0.421
HD-Urban-V1,1Bed,0.31,2.7,0.391344,Floor,Thin Carpet on Wood,0.3,3,9,7.490551,0.478
HD-Urban-V1,1Bed,0.34,1.35,0.436023,Floor,Cork Floor Tiles,0.15,3,9,7.482653,0.425
GreenEdge-V3,1Bed,0.217,3.6,0.322076,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,3,9,7.502853,0.976
Roadside-V2,1Bed,0.423,4.59,0.277891,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,9,7.501602,0.805
Ind-Zone-V0,1Bed,0.601,2.43,0.824426,Ceiling,"Hardboard, 25% Perforated Over 50mm Mineral Wool",0.27,6,9,7.492121,0.895
Roadside-V2,1Bed,0.396,3.816,0.40411,Window,Laminated Glass + Acoustic Plaster,0.424,6,9,7.492596,0.869
HD-Urban-V0,1Bed,0.402,0.396,0.589883,Window,Wired Glass + Plaster with Wallpaper Backing,0.044,6,9,7.479751,0.98
HD-Urban-V0,1Bed,0.393,1.125,0.665446,Window,Wired Glass + Wood Paneling,0.125,6,9,7.52727,0.988
Ind-Zone-V0,1Bed,0.522,3.753,0.375234,Window,Wired Glass + Fiberglass Board,0.417,6,9,7.526819,0.99
HD-Urban-V1,1Bed,0.36,0.405,0.44795,Window,Single Pane Glass + Painted Brick,0.045,6,9,7.505979,0.988
HD-Urban-V1,1Bed,0.344,0.909,0.297392,Door,Acoustic Door + Plaster with Wallpaper Backing,0.101,6,9,8.823231,0.823
Roadside-V2,1Bed,0.342,0.45,1.062403,Wall,Gypsum Board,0.05,3,9,7.874617,0.994
HD-Urban-V1,1Bed,0.285,0.45,0.813017,Wall,Acoustic Plaster,0.5,6,9,8.061338,0.85
Roadside-V1,1Bed,0.427,0.27,0.317734,Floor,Vinyl Tile,0.03,6,9,8.640211,0.988
GreenEdge-V3,1Bed,0.196,0.27,0.310484,Floor,Vinyl Tile,0.03,9,9,8.825711,0.988
HD-Urban-V1,1Bed,0.368,2.25,0.640735,Floor,Thin Carpet on Concrete,0.25,9,9,8.995529,0.985
HD-Urban-V0,1Bed,0.383,1.26,0.405637,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,9,9,8.498489,0.805
Ind-Zone-V0,1Bed,0.52,4.59,0.384033,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,9,9,8.642346,0.805
MD-Urban-V2,1Bed,0.292,1.35,0.553078,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,9,9,8.767628,0.805
HD-Urban-V1,1Bed,0.37,2.61,0.40226,Window,Double Pane Glass + Concrete Block (Coarse),0.29,9,9,8.362777,0.908
HD-Urban-V1,1Bed,0.337,0.207,0.479517,Window,Frosted Glass + Painted Brick,0.023,9,9,8.407322,0.85
Roadside-V1,1Bed,0.486,0.198,0.459889,Window,Glazed Ceramic Tile + Unpainted Brick,0.022,12,9,8.313183,0.715
HD-Urban-V0,1Bed,0.388,0.378,0.450246,Window,Frosted Glass + Unpainted Brick,0.042,12,9,8.23542,0.895
Roadside-V2,1Bed,0.39,1.746,0.49652,Door,Acoustic Door + Wood Paneling,0.194,12,9,8.484332,0.855
HD-Urban-V0,1Bed,0.355,5.85,0.708004,Wall,Fiberglass Board,0.65,6,9,8.314923,0.945
Ind-Zone-V0,1Bed,0.479,3.24,0.737838,Wall,Concrete Block (Coarse),0.36,6,9,8.362171,0.975
MD-Urban-V2,1Bed,0.284,0.18,1.389477,Wall,Plaster on Masonry,0.02,3,9,6.786082,0.401
HD-Urban-V0,2Bed,0.419,4.5,0.97281,Floor,Medium Pile Carpet,0.5,3,9,8.233807,0.846
MD-Urban-V2,2Bed,0.33,1.35,0.959762,Floor,Cork Floor Tiles,0.15,3,9,8.167691,0.758
Roadside-V1,2Bed,0.522,2.7,0.697725,Floor,Thin Carpet on Wood,0.3,3,9,8.224903,0.993
HD-Urban-V1,2Bed,0.32,6.57,0.624636,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,3,9,8.731087,0.478
