zone_string,apartment_type_string,floor_height_m,laeq_db,period,total_surface_sqm,element_materials_string,absorption_coefficient_by_area_m,rt60_s,n._of_sound_sources_int,average_sound_source_distance_m,spl_db,barrier_distance_m,barrier_height_m,spl_after_barrier_db,spl_after_façade_dampening_db,comfort_index_float,wall_material,window_material,door_material,floor_material,ceiling_material,element_materials_string_raw,Window_Material,Wall_Material,Door_Material,Floor_Material,Ceiling_Material
Roadside-V1,2Bed,12,50.15,day,126,"Window: Double Pane Glass and Wood Paneling; Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Glass Block and Fiberglass Board; Door: Solid Wood Door and Plaster on Masonry; Wall: Plaster on Masonry; Wall: Plaster on Masonry; Wall: Gypsum Board; Wall: Unpainted Brick; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Wood; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.128259,0.986217,3,15.247114,7.660535,0.8,0,7.660535,3.272491,0.619,Plaster on Masonry,Double Pane Glass and Wood Paneling,Solid Wood Door and Plaster on Masonry,Cork Floor Tiles,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,"Window: Double Pane Glass and Wood Paneling; Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Glass Block and Fiberglass Board; Door: Solid Wood Door and Plaster on Masonry; Wall: Plaster on Masonry; Wall: Plaster on Masonry; Wall: Gypsum Board; Wall: Unpainted Brick; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Wood; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",Double Pane Glass and Wood Paneling,Plaster on Masonry,Solid Wood Door and Plaster on Masonry,Cork Floor Tiles,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen
GreenEdge-V3,2Bed,12,34.65,day,126,"Window: Wired Glass and Fiberglass Board; Window: Large Pane Glass and Unpainted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Medium Pile Carpet; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Wood Tongue-and-Groove Roof Decking; Ceiling: Mineral Wool Tiles, 180mm Airspace",0.941265,0.413527,2,22.097929,3.923606,0.8,0,3.923606,3.12595,0.765,Gypsum Board,Wired Glass and Fiberglass Board,Single Pane Glass Door and Concrete Block (Coarse),Medium Pile Carpet,Sprayed Cellulose Fiber (16mm on Solid Backing),"Window: Wired Glass and Fiberglass Board; Window: Large Pane Glass and Unpainted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Medium Pile Carpet; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Wood Tongue-and-Groove Roof Decking; Ceiling: Mineral Wool Tiles, 180mm Airspace",Wired Glass and Fiberglass Board,Gypsum Board,Single Pane Glass Door and Concrete Block (Coarse),Medium Pile Carpet,Sprayed Cellulose Fiber (16mm on Solid Backing)
HD-Urban-V0,2Bed,12,49.03,day,126,"Window: Laminated Glass and Fiberglass Board; Window: Large Pane Glass and Gypsum Board; Door: Double Pane Glass Door and Wood Paneling; Wall: Concrete Block (Painted); Wall: Gypsum Board; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Concrete Block (Painted); Floor: Cork Floor Tiles; Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, on Masonry); Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing)",0.531016,0.584923,2,19.335662,30.698779,0.8,0,30.698779,23.42184,0.631,Concrete Block (Painted),Laminated Glass and Fiberglass Board,Double Pane Glass Door and Wood Paneling,Cork Floor Tiles,"Metal Deck (Perforated Channels, 75mm Batts)","Window: Laminated Glass and Fiberglass Board; Window: Large Pane Glass and Gypsum Board; Door: Double Pane Glass Door and Wood Paneling; Wall: Concrete Block (Painted); Wall: Gypsum Board; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Concrete Block (Painted); Floor: Cork Floor Tiles; Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, on Masonry); Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing)",Laminated Glass and Fiberglass Board,Concrete Block (Painted),Double Pane Glass Door and Wood Paneling,Cork Floor Tiles,"Metal Deck (Perforated Channels, 75mm Batts)"
Roadside-V1,2Bed,12,38.31,night,126,"Window: Glazed Ceramic Tile and Plaster with Wallpaper Backing; Window: Insulated Glazing Unit and Plaster on Masonry; Window: Small Pane Glass and Plaster with Wallpaper Backing; Door: Steel Door with Acoustic Treatment and Wood Paneling; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Wood Flooring on Joists; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",0.147737,0.954545,3,14.130242,25.417769,0.8,0,25.417769,10.675822,0.748,Acoustic Plaster,Glazed Ceramic Tile and Plaster with Wallpaper Backing,Steel Door with Acoustic Treatment and Wood Paneling,Cork Floor Tiles,Sprayed Cellulose Fiber (32mm on Solid Backing),"Window: Glazed Ceramic Tile and Plaster with Wallpaper Backing; Window: Insulated Glazing Unit and Plaster on Masonry; Window: Small Pane Glass and Plaster with Wallpaper Backing; Door: Steel Door with Acoustic Treatment and Wood Paneling; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Wood Flooring on Joists; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",Glazed Ceramic Tile and Plaster with Wallpaper Backing,Acoustic Plaster,Steel Door with Acoustic Treatment and Wood Paneling,Cork Floor Tiles,Sprayed Cellulose Fiber (32mm on Solid Backing)
GreenEdge-V3,2Bed,12,32.14,night,126,"Window: Laminated Glass and Concrete Block (Painted); Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Plaster with Wallpaper Backing; Door: Laminated Glass Door and Unpainted Brick; Wall: Gypsum Board; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Wood Parquet; Floor: Thin Carpet on Concrete; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen",0.584058,0.555172,3,15.247114,7.372554,0.8,0,7.372554,1.571589,0.84,Gypsum Board,Laminated Glass and Concrete Block (Painted),Laminated Glass Door and Unpainted Brick,Cork Floor Tiles,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,"Window: Laminated Glass and Concrete Block (Painted); Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Plaster with Wallpaper Backing; Door: Laminated Glass Door and Unpainted Brick; Wall: Gypsum Board; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Wood Parquet; Floor: Thin Carpet on Concrete; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen",Laminated Glass and Concrete Block (Painted),Gypsum Board,Laminated Glass Door and Unpainted Brick,Cork Floor Tiles,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass
HD-Urban-V0,2Bed,12,53.97,day,126,"Window: Large Pane Glass and Plaster on Masonry; Window: Single Pane Glass and Concrete Block (Painted); Window: Glazed Ceramic Tile and Wood Paneling; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Painted); Wall: Wood Paneling; Wall: Gypsum Board; Wall: Painted Brick; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.283788,0.779661,3,22.504266,14.558955,0.8,0,14.558955,6.208735,0.563,Concrete Block (Painted),Large Pane Glass and Plaster on Masonry,Double Pane Glass Door and Gypsum Board,Thick Pile Carpet,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)","Window: Large Pane Glass and Plaster on Masonry; Window: Single Pane Glass and Concrete Block (Painted); Window: Glazed Ceramic Tile and Wood Paneling; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Painted); Wall: Wood Paneling; Wall: Gypsum Board; Wall: Painted Brick; Floor: Thick Pile Carpet; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",Large Pane Glass and Plaster on Masonry,Concrete Block (Painted),Double Pane Glass Door and Gypsum Board,Thick Pile Carpet,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)"
Roadside-V1,2Bed,12,53.49,day,126,"Window: Large Pane Glass and Acoustic Plaster; Window: Insulated Glazing Unit and Plaster on Masonry; Window: Glazed Ceramic Tile and Gypsum Board; Door: Laminated Glass Door and Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Fiberglass Board; Wall: Concrete Block (Painted); Wall: Unpainted Brick; Floor: Terrazzo; Floor: Terrazzo; Floor: Wood Parquet; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void; Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool",0.276895,0.786965,3,20.949347,3.398473,0.8,0,3.398473,0.633421,0.601,Unpainted Brick,Large Pane Glass and Acoustic Plaster,Laminated Glass Door and Plaster with Wallpaper Backing,Terrazzo,"12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void","Window: Large Pane Glass and Acoustic Plaster; Window: Insulated Glazing Unit and Plaster on Masonry; Window: Glazed Ceramic Tile and Gypsum Board; Door: Laminated Glass Door and Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Fiberglass Board; Wall: Concrete Block (Painted); Wall: Unpainted Brick; Floor: Terrazzo; Floor: Terrazzo; Floor: Wood Parquet; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void; Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool",Large Pane Glass and Acoustic Plaster,Unpainted Brick,Laminated Glass Door and Plaster with Wallpaper Backing,Terrazzo,"12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void"
GreenEdge-V3,2Bed,12,24.17,night,126,"Window: Small Pane Glass and Gypsum Board; Window: Small Pane Glass and Gypsum Board; Window: Glass Block and Unpainted Brick; Door: Steel Door with Acoustic Treatment and Painted Brick; Wall: Wood Paneling; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Wood Parquet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",0.04525,1.148633,3,14.130242,40.625653,0.8,0,40.625653,26.99582,0.889,Wood Paneling,Small Pane Glass and Gypsum Board,Steel Door with Acoustic Treatment and Painted Brick,Wood Parquet,Perforated Underside of Structural Steel Decking,"Window: Small Pane Glass and Gypsum Board; Window: Small Pane Glass and Gypsum Board; Window: Glass Block and Unpainted Brick; Door: Steel Door with Acoustic Treatment and Painted Brick; Wall: Wood Paneling; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Wood Parquet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing)",Small Pane Glass and Gypsum Board,Wood Paneling,Steel Door with Acoustic Treatment and Painted Brick,Wood Parquet,Perforated Underside of Structural Steel Decking
HD-Urban-V0,2Bed,12,58.93,day,126,"Window: Laminated Glass and Plaster on Masonry; Window: Laminated Glass and Painted Brick; Window: Laminated Glass and Concrete Block (Painted); Door: Acoustic Door and Painted Brick; Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Marble; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Hardboard, 25% Perforated Over 50mm Mineral Wool; Ceiling: Wood Tongue-and-Groove Roof Decking",0.3635,0.704082,3,15.247114,30.707808,0.8,0,30.707808,21.92608,0.425,Concrete Block (Painted),Laminated Glass and Plaster on Masonry,Acoustic Door and Painted Brick,Medium Pile Carpet,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab,"Window: Laminated Glass and Plaster on Masonry; Window: Laminated Glass and Painted Brick; Window: Laminated Glass and Concrete Block (Painted); Door: Acoustic Door and Painted Brick; Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Marble; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Hardboard, 25% Perforated Over 50mm Mineral Wool; Ceiling: Wood Tongue-and-Groove Roof Decking",Laminated Glass and Plaster on Masonry,Concrete Block (Painted),Acoustic Door and Painted Brick,Medium Pile Carpet,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab
Roadside-V1,2Bed,12,36.53,night,126,"Window: Wired Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Painted); Window: Glass Block and Unpainted Brick; Door: Sliding Wood Door and Gypsum Board; Wall: Concrete Block (Painted); Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Fiberglass Board; Floor: Cork Floor Tiles; Floor: Terrazzo; Floor: Thick Pile Carpet; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.860653,0.438792,3,19.783507,19.072091,0.8,0,19.072091,9.180963,0.74,Concrete Block (Painted),Wired Glass and Concrete Block (Coarse),Sliding Wood Door and Gypsum Board,Cork Floor Tiles,"Mineral Wool Tiles, Glued/Screwed to Soffit","Window: Wired Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Painted); Window: Glass Block and Unpainted Brick; Door: Sliding Wood Door and Gypsum Board; Wall: Concrete Block (Painted); Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Fiberglass Board; Floor: Cork Floor Tiles; Floor: Terrazzo; Floor: Thick Pile Carpet; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",Wired Glass and Concrete Block (Coarse),Concrete Block (Painted),Sliding Wood Door and Gypsum Board,Cork Floor Tiles,"Mineral Wool Tiles, Glued/Screwed to Soffit"
GreenEdge-V3,2Bed,12,21.45,night,126,"Window: Glazed Ceramic Tile and Acoustic Plaster; Window: Wired Glass and Fiberglass Board; Window: Small Pane Glass and Acoustic Plaster; Door: Laminated Glass Door and Gypsum Board; Wall: Plaster on Masonry; Wall: Gypsum Board; Wall: Painted Brick; Wall: Painted Brick; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.165118,0.927954,3,19.872003,35.591696,0.8,0,35.591696,31.179009,0.906,Plaster on Masonry,Glazed Ceramic Tile and Acoustic Plaster,Laminated Glass Door and Gypsum Board,Vinyl Tile,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,"Window: Glazed Ceramic Tile and Acoustic Plaster; Window: Wired Glass and Fiberglass Board; Window: Small Pane Glass and Acoustic Plaster; Door: Laminated Glass Door and Gypsum Board; Wall: Plaster on Masonry; Wall: Gypsum Board; Wall: Painted Brick; Wall: Painted Brick; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",Glazed Ceramic Tile and Acoustic Plaster,Plaster on Masonry,Laminated Glass Door and Gypsum Board,Vinyl Tile,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind
HD-Urban-V0,2Bed,12,22.07,night,126,"Window: Frosted Glass and Painted Brick; Window: Single Pane Glass and Fiberglass Board; Window: Glazed Ceramic Tile and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Fiberglass Board; Floor: Wood Parquet; Floor: Cork Floor Tiles; Floor: Marble; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: Wood Tongue-and-Groove Roof Decking",0.744381,0.481196,3,14.130242,29.410254,0.8,0,29.410254,21.154552,0.871,Plaster with Wallpaper Backing,Frosted Glass and Painted Brick,Steel Door with Acoustic Treatment and Concrete Block (Painted),Wood Parquet,"Mineral Wool Tiles, 180mm Airspace","Window: Frosted Glass and Painted Brick; Window: Single Pane Glass and Fiberglass Board; Window: Glazed Ceramic Tile and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Fiberglass Board; Floor: Wood Parquet; Floor: Cork Floor Tiles; Floor: Marble; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: Wood Tongue-and-Groove Roof Decking",Frosted Glass and Painted Brick,Plaster with Wallpaper Backing,Steel Door with Acoustic Treatment and Concrete Block (Painted),Wood Parquet,"Mineral Wool Tiles, 180mm Airspace"
